Unnamed: 0,id,entry_idx,course_code,course_id,num_ratings,useful,easy,liked,num_reviews,review_text,rating_category,rating,source,type,token_list,num_token,rating_bin,rating_cat,length_bin,sample_criteria,nss_labels
10,2_11_794,10,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"This course is taught in an archaic language that no one uses and no one understands. Instructors' explanations are irrelevant to actual questions and I got yelled during office hrs even though I stated that I need a little patience (I am disabled). Assignments and quizzes are unreasonably hard. I took to take this for bioinformatics option and decided to change my future career. Truly the worst in UW history. If you don't need this course, run.",disliked course,0.0,data2_14810,course review,"['This', 'course', 'is', 'taught', 'in', 'an', 'archaic', 'language', 'that', 'no', 'one', 'uses', 'and', 'no', 'one', 'understands', '.', 'Instructors', ""'"", 'explanations', 'are', 'irrelevant', 'to', 'actual', 'questions', 'and', 'I', 'got', 'yelled', 'during', 'office', 'hrs', 'even', 'though', 'I', 'stated', 'that', 'I', 'need', 'a', 'little', 'patience', '(', 'I', 'am', 'disabled', ')', '.', 'Assignments', 'and', 'quizzes', 'are', 'unreasonably', 'hard', '.', 'I', 'took', 'to', 'take', 'this', 'for', 'bioinformatics', 'option', 'and', 'decided', 'to', 'change', 'my', 'future', 'career', '.', 'Truly', 'the', 'worst', 'in', 'UW', 'history', '.', 'If', 'you', 'do', ""n't"", 'need', 'this', 'course', ',', 'run', '.']",88,[0.0],Neg,"(81.0, 101.0]","Neg_(81.0, 101.0]","Labels: Covid-19 pandemic, Teaching, Learning opportunities, Assessment and feedback, Student voice, Organisation and management, Learning community, Learning resources, Learning community,"
11,2_12_794,11,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"Not a bird course, although if you have background in programming it would not be difficult at all. Racket is somewhat useless but I learned some concepts that will be useful for other programming languages",liked course,1.0,data2_14810,course review,"['Not', 'a', 'bird', 'course', ',', 'although', 'if', 'you', 'have', 'background', 'in', 'programming', 'it', 'would', 'not', 'be', 'difficult', 'at', 'all', '.', 'Racket', 'is', 'somewhat', 'useless', 'but', 'I', 'learned', 'some', 'concepts', 'that', 'will', 'be', 'useful', 'for', 'other', 'programming', 'languages']",37,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Learning community, Learning resources, Student Union and related"
12,2_13_794,12,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"I took this course online due to the COVID-19 pandemic, so my review is based on a remote, online learning experience. Overall, as someone who is not a CS student and who doesn't have a lot of background experience and knowledge in programming, it's a great introductory course to the language of Racket and the overall concepts that will be useful in later computer science courses. The Racket language itself is not a very ""useful"" language that you may or may not use in later CS courses and even in a job, but the foundation it provides is very valuable and will definitely make you think more mathematically at programming problems. The difficulty of this course starts to increase after the midterm exam, and it does get pretty tough nearing the end. I recommend starting the assignments as early as possible and attend as many office hours if you have any questions. The course staff are very responsive and do offer a good amount of help depending on your questions. Overall, I can't say much about the in-person learning experience, but this course was suited well for online learning and I enjoyed it.",liked course,1.0,data2_14810,course review,"['I', 'took', 'this', 'course', 'online', 'due', 'to', 'the', 'COVID-19', 'pandemic', ',', 'so', 'my', 'review', 'is', 'based', 'on', 'a', 'remote', ',', 'online', 'learning', 'experience', '.', 'Overall', ',', 'as', 'someone', 'who', 'is', 'not', 'a', 'CS', 'student', 'and', 'who', 'does', ""n't"", 'have', 'a', 'lot', 'of', 'background', 'experience', 'and', 'knowledge', 'in', 'programming', ',', 'it', ""'s"", 'a', 'great', 'introductory', 'course', 'to', 'the', 'language', 'of', 'Racket', 'and', 'the', 'overall', 'concepts', 'that', 'will', 'be', 'useful', 'in', 'later', 'computer', 'science', 'courses', '.', 'The', 'Racket', 'language', 'itself', 'is', 'not', 'a', 'very', '``', 'useful', ""''"", 'language', 'that', 'you', 'may', 'or', 'may', 'not', 'use', 'in', 'later', 'CS', 'courses', 'and', 'even', 'in', 'a', 'job', ',', 'but', 'the', 'foundation', 'it', 'provides', 'is', 'very', 'valuable', 'and', 'will', 'definitely', 'make', 'you', 'think', 'more', 'mathematically', 'at', 'programming', 'problems', '.', 'The', 'difficulty', 'of', 'this', 'course', 'starts', 'to', 'increase', 'after', 'the', 'midterm', 'exam', ',', 'and', 'it', 'does', 'get', 'pretty', 'tough', 'nearing', 'the', 'end', '.', 'I', 'recommend', 'starting', 'the', 'assignments', 'as', 'early', 'as', 'possible', 'and', 'attend', 'as', 'many', 'office', 'hours', 'if', 'you', 'have', 'any', 'questions', '.', 'The', 'course', 'staff', 'are', 'very', 'responsive', 'and', 'do', 'offer', 'a', 'good', 'amount', 'of', 'help', 'depending', 'on', 'your', 'questions', '.', 'Overall', ',', 'I', 'ca', ""n't"", 'say', 'much', 'about', 'the', 'in-person', 'learning', 'experience', ',', 'but', 'this', 'course', 'was', 'suited', 'well', 'for', 'online', 'learning', 'and', 'I', 'enjoyed', 'it', '.']",213,[1.0],Pos,"(201.0, 221.0]","Pos_(201.0, 221.0]","Labels: Covid-19 pandemic, Teaching, Learning opportunities, Assessment and feedback, Student voice, Academic staff and support, Organisation and management, Learning community, Learning"
13,2_14_794,13,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"I found the online for this course to be fantastic personally. The EDx is clearly organized, and the content isn't too difficult, but provides a challenge. Can't speak to the in-person, but would definitely recommend the online. Beware though as this course is time consuming because of the amount of problems and assignments and shouldn't be mixed with a term that is already fairly difficult.",liked course,1.0,data2_14810,course review,"['I', 'found', 'the', 'online', 'for', 'this', 'course', 'to', 'be', 'fantastic', 'personally', '.', 'The', 'EDx', 'is', 'clearly', 'organized', ',', 'and', 'the', 'content', 'is', ""n't"", 'too', 'difficult', ',', 'but', 'provides', 'a', 'challenge', '.', 'Ca', ""n't"", 'speak', 'to', 'the', 'in-person', ',', 'but', 'would', 'definitely', 'recommend', 'the', 'online', '.', 'Beware', 'though', 'as', 'this', 'course', 'is', 'time', 'consuming', 'because', 'of', 'the', 'amount', 'of', 'problems', 'and', 'assignments', 'and', 'should', ""n't"", 'be', 'mixed', 'with', 'a', 'term', 'that', 'is', 'already', 'fairly', 'difficult', '.']",75,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Learning community,"
14,2_15_794,14,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"This was joint taught by a bunch of profs in the Winter term and I think it was one of the most organized online courses I took. The content modules were all written but there was a bunch of integrated questions to check your understanding. The course is really centered on your ability to reach out for help when you need it since everything was asynchronous. I think my favourite part was how office hours were 1-on-1 and there were a lot of times available throughout the day. The only thing is that some of the nicer TAs had really long wait times lol. Overall super enjoyable though, just make sure to base your design recipe on their given examples or you will lose many marks",liked course,1.0,data2_14810,course review,"['This', 'was', 'joint', 'taught', 'by', 'a', 'bunch', 'of', 'profs', 'in', 'the', 'Winter', 'term', 'and', 'I', 'think', 'it', 'was', 'one', 'of', 'the', 'most', 'organized', 'online', 'courses', 'I', 'took', '.', 'The', 'content', 'modules', 'were', 'all', 'written', 'but', 'there', 'was', 'a', 'bunch', 'of', 'integrated', 'questions', 'to', 'check', 'your', 'understanding', '.', 'The', 'course', 'is', 'really', 'centered', 'on', 'your', 'ability', 'to', 'reach', 'out', 'for', 'help', 'when', 'you', 'need', 'it', 'since', 'everything', 'was', 'asynchronous', '.', 'I', 'think', 'my', 'favourite', 'part', 'was', 'how', 'office', 'hours', 'were', '1-on-1', 'and', 'there', 'were', 'a', 'lot', 'of', 'times', 'available', 'throughout', 'the', 'day', '.', 'The', 'only', 'thing', 'is', 'that', 'some', 'of', 'the', 'nicer', 'TAs', 'had', 'really', 'long', 'wait', 'times', 'lol', '.', 'Overall', 'super', 'enjoyable', 'though', ',', 'just', 'make', 'sure', 'to', 'base', 'your', 'design', 'recipe', 'on', 'their', 'given', 'examples', 'or', 'you', 'will', 'lose', 'many', 'marks']",132,[1.0],Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]",Labels: Covid-19
15,2_16_794,15,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"I think this course ran well online, the notes were very organized and easy enough to follow along and there is good support from most of the proffs and tas. The course may be a little fast for a complete cs beginner but the course has 400+ practice questions to help prepare for the weekly assignments",liked course,1.0,data2_14810,course review,"['I', 'think', 'this', 'course', 'ran', 'well', 'online', ',', 'the', 'notes', 'were', 'very', 'organized', 'and', 'easy', 'enough', 'to', 'follow', 'along', 'and', 'there', 'is', 'good', 'support', 'from', 'most', 'of', 'the', 'proffs', 'and', 'tas', '.', 'The', 'course', 'may', 'be', 'a', 'little', 'fast', 'for', 'a', 'complete', 'cs', 'beginner', 'but', 'the', 'course', 'has', '400+', 'practice', 'questions', 'to', 'help', 'prepare', 'for', 'the', 'weekly', 'assignments']",58,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]",Labels: Covid-19
16,2_17_794,16,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"It's the worst course ever, online especially. They are least interested to teach. They just provided the content to read by ourselves. I wouldn't suggest anyone to take this course online.",disliked course,0.0,data2_14810,course review,"['It', ""'s"", 'the', 'worst', 'course', 'ever', ',', 'online', 'especially', '.', 'They', 'are', 'least', 'interested', 'to', 'teach', '.', 'They', 'just', 'provided', 'the', 'content', 'to', 'read', 'by', 'ourselves', '.', 'I', 'would', ""n't"", 'suggest', 'anyone', 'to', 'take', 'this', 'course', 'online', '.']",38,[0.0],Neg,"(21.0, 41.0]","Neg_(21.0, 41.0]","Labels: Covid-19 pandemic, Learning community"
17,2_18_794,17,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"Nice course that teaches you how to write simple code. But little annoying that you have to do Design Recipe (especially writing an explanation for codes). There is no loop in DrRacket so being able to understand recursion is important. All course contents are based on a website and you have to read everything and code something on that website. Pity that this course will not show many algorithms or data structures. So far I think those who can just play computer games (i.e. no coding experience but can easily type using the keyboard) can easily get 90+ in this course. If you have ever coded like C, python, java, pascal and so on, easy to get 95+. Idk why the easy rate goes so low but trust me, super easy course if you finish reading the material (okay reading part may be a little boring and CS 135 provide detailed intros which seem not wordy)",liked course,1.0,data2_14810,course review,"['Nice', 'course', 'that', 'teaches', 'you', 'how', 'to', 'write', 'simple', 'code', '.', 'But', 'little', 'annoying', 'that', 'you', 'have', 'to', 'do', 'Design', 'Recipe', '(', 'especially', 'writing', 'an', 'explanation', 'for', 'codes', ')', '.', 'There', 'is', 'no', 'loop', 'in', 'DrRacket', 'so', 'being', 'able', 'to', 'understand', 'recursion', 'is', 'important', '.', 'All', 'course', 'contents', 'are', 'based', 'on', 'a', 'website', 'and', 'you', 'have', 'to', 'read', 'everything', 'and', 'code', 'something', 'on', 'that', 'website', '.', 'Pity', 'that', 'this', 'course', 'will', 'not', 'show', 'many', 'algorithms', 'or', 'data', 'structures', '.', 'So', 'far', 'I', 'think', 'those', 'who', 'can', 'just', 'play', 'computer', 'games', '(', 'i.e', '.', 'no', 'coding', 'experience', 'but', 'can', 'easily', 'type', 'using', 'the', 'keyboard', ')', 'can', 'easily', 'get', '90+', 'in', 'this', 'course', '.', 'If', 'you', 'have', 'ever', 'coded', 'like', 'C', ',', 'python', ',', 'java', ',', 'pascal', 'and', 'so', 'on', ',', 'easy', 'to', 'get', '95+', '.', 'Idk', 'why', 'the', 'easy', 'rate', 'goes', 'so', 'low', 'but', 'trust', 'me', ',', 'super', 'easy', 'course', 'if', 'you', 'finish', 'reading', 'the', 'material', '(', 'okay', 'reading', 'part', 'may', 'be', 'a', 'little', 'boring', 'and', 'CS', '135', 'provide', 'detailed', 'intros', 'which', 'seem', 'not', 'wordy', ')']",175,[1.0],Pos,"(161.0, 181.0]","Pos_(161.0, 181.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Organisation and management, Student voice"
18,2_19_794,18,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"It was okay. All I can say is, do your work and submit assessments on time. Please don't procrastinate. That's what I did, and I live to regret it. This is because figuring out the solutions to each assessment problem takes time, and procrastinating doesn't help. So, submit early. Submit often. Submit. Submit.",liked course,1.0,data2_14810,course review,"['It', 'was', 'okay', '.', 'All', 'I', 'can', 'say', 'is', ',', 'do', 'your', 'work', 'and', 'submit', 'assessments', 'on', 'time', '.', 'Please', 'do', ""n't"", 'procrastinate', '.', 'That', ""'s"", 'what', 'I', 'did', ',', 'and', 'I', 'live', 'to', 'regret', 'it', '.', 'This', 'is', 'because', 'figuring', 'out', 'the', 'solutions', 'to', 'each', 'assessment', 'problem', 'takes', 'time', ',', 'and', 'procrastinating', 'does', ""n't"", 'help', '.', 'So', ',', 'submit', 'early', '.', 'Submit', 'often', '.', 'Submit', '.', 'Submit', '.']",69,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Covid-19 pandemic, Assessment and feedback, Student voice, Learning opportunities, Organisation and management, Learning community, Student Union and related"
19,2_20_794,19,CS 115,Introduction to Computer Science 1,2111,21%,10%,23%,86,"The end of the course became quite tough but otherwise this was pretty manageable. Excellent professors and ISA's who always take our feedback and concerns into consideration to make the course experience better, including having office hours very late at night and very early in the morning. The online platform is also excellent and fun to use.",liked course,1.0,data2_14810,course review,"['The', 'end', 'of', 'the', 'course', 'became', 'quite', 'tough', 'but', 'otherwise', 'this', 'was', 'pretty', 'manageable', '.', 'Excellent', 'professors', 'and', 'ISA', ""'s"", 'who', 'always', 'take', 'our', 'feedback', 'and', 'concerns', 'into', 'consideration', 'to', 'make', 'the', 'course', 'experience', 'better', ',', 'including', 'having', 'office', 'hours', 'very', 'late', 'at', 'night', 'and', 'very', 'early', 'in', 'the', 'morning', '.', 'The', 'online', 'platform', 'is', 'also', 'excellent', 'and', 'fun', 'to', 'use', '.']",62,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Covid-19 pandemic, Teaching, Learning opportunities, Assessment and feedback, Academic staff and support, Student voice, Organisation and management, Learning community, Learning"
