Unnamed: 0,id,entry_idx,course_code,course_id,num_ratings,useful,easy,liked,num_reviews,review_text,rating_category,rating,source,type,token_list,num_token,rating_bin,rating_cat,length_bin,sample_criteria,nss_labels
1011,2_1011_375,1011,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Some assignments take time but a 90+ is really feasible. Still wish it wasn't racket though, we would all benefit from an oopl instead of racket.",liked course,1.0,data2_14810,course review,"['Some', 'assignments', 'take', 'time', 'but', 'a', '90+', 'is', 'really', 'feasible', '.', 'Still', 'wish', 'it', 'was', ""n't"", 'racket', 'though', ',', 'we', 'would', 'all', 'benefit', 'from', 'an', 'oopl', 'instead', 'of', 'racket', '.']",30,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]",Labels: 
1012,2_1012_375,1012,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"The course was taught in Racket so you'll have to get used to how it works. I actually grew to like it a lot by the end of the term. We covered a lot of interesting topics like recursion, trees, and graphs. Difficulty ranged from really easy to really hard. Make sure to start the assignments at least 3 days before they're due or you're screwed! This class was super fun and the modules were great. Whoever the prof was that made the videos was awesome.",liked course,1.0,data2_14810,course review,"['The', 'course', 'was', 'taught', 'in', 'Racket', 'so', 'you', ""'ll"", 'have', 'to', 'get', 'used', 'to', 'how', 'it', 'works', '.', 'I', 'actually', 'grew', 'to', 'like', 'it', 'a', 'lot', 'by', 'the', 'end', 'of', 'the', 'term', '.', 'We', 'covered', 'a', 'lot', 'of', 'interesting', 'topics', 'like', 'recursion', ',', 'trees', ',', 'and', 'graphs', '.', 'Difficulty', 'ranged', 'from', 'really', 'easy', 'to', 'really', 'hard', '.', 'Make', 'sure', 'to', 'start', 'the', 'assignments', 'at', 'least', '3', 'days', 'before', 'they', ""'re"", 'due', 'or', 'you', ""'re"", 'screwed', '!', 'This', 'class', 'was', 'super', 'fun', 'and', 'the', 'modules', 'were', 'great', '.', 'Whoever', 'the', 'prof', 'was', 'that', 'made', 'the', 'videos', 'was', 'awesome', '.']",98,[1.0],Pos,"(81.0, 101.0]","Pos_(81.0, 101.0]","Labels: Teaching, Learning opportunities, Learning community, Learning resources, Student Union and related"
1013,2_1013_375,1013,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"This response is written after taking second year courses. Although Racket itself is not as useful as many other programming languages encountered in later courses. Racket's logic is very simple and can help you solve many math questions fast, even the ones where it cannot be handled by a calculator. This course is a good introduction to programming and it is one of the easiest programming courses out there.",liked course,1.0,data2_14810,course review,"['This', 'response', 'is', 'written', 'after', 'taking', 'second', 'year', 'courses', '.', 'Although', 'Racket', 'itself', 'is', 'not', 'as', 'useful', 'as', 'many', 'other', 'programming', 'languages', 'encountered', 'in', 'later', 'courses', '.', 'Racket', ""'s"", 'logic', 'is', 'very', 'simple', 'and', 'can', 'help', 'you', 'solve', 'many', 'math', 'questions', 'fast', ',', 'even', 'the', 'ones', 'where', 'it', 'can', 'not', 'be', 'handled', 'by', 'a', 'calculator', '.', 'This', 'course', 'is', 'a', 'good', 'introduction', 'to', 'programming', 'and', 'it', 'is', 'one', 'of', 'the', 'easiest', 'programming', 'courses', 'out', 'there', '.']",76,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Teaching, Learning opportunities, Learning community, Student Union and related"
1014,2_1014_375,1014,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Absolute fire course. The middle of the course is tough but push through it!,liked course,1.0,data2_14810,course review,"['Absolute', 'fire', 'course', '.', 'The', 'middle', 'of', 'the', 'course', 'is', 'tough', 'but', 'push', 'through', 'it', '!']",16,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Overall, Learning"
1015,2_1015_375,1015,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"This was a great course. A great introduction to programming with a functional programming language. Assignments were sometimes hard, but doable, and they were also fun to do. I would say watch out for the transition to CS 136.",liked course,1.0,data2_14810,course review,"['This', 'was', 'a', 'great', 'course', '.', 'A', 'great', 'introduction', 'to', 'programming', 'with', 'a', 'functional', 'programming', 'language', '.', 'Assignments', 'were', 'sometimes', 'hard', ',', 'but', 'doable', ',', 'and', 'they', 'were', 'also', 'fun', 'to', 'do', '.', 'I', 'would', 'say', 'watch', 'out', 'for', 'the', 'transition', 'to', 'CS', '136', '.']",45,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]",Labels: Overall
1016,2_1016_375,1016,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Took this in F2020 and it was my most favorite class of the term as well as one of my most favorite class in UW so far. The course was well-organized, the weekly module was structured in a way that really helped me solidify my knowledge through a combination of slides reading, video lecture, self-check exercises in the form of quiz and coding. Learning recursion was super helpful, especially when encountering naturally recursive data such as linked lists or trees in future classes and in the industry. Overall a 10/10 class.",liked course,1.0,data2_14810,course review,"['Took', 'this', 'in', 'F2020', 'and', 'it', 'was', 'my', 'most', 'favorite', 'class', 'of', 'the', 'term', 'as', 'well', 'as', 'one', 'of', 'my', 'most', 'favorite', 'class', 'in', 'UW', 'so', 'far', '.', 'The', 'course', 'was', 'well-organized', ',', 'the', 'weekly', 'module', 'was', 'structured', 'in', 'a', 'way', 'that', 'really', 'helped', 'me', 'solidify', 'my', 'knowledge', 'through', 'a', 'combination', 'of', 'slides', 'reading', ',', 'video', 'lecture', ',', 'self-check', 'exercises', 'in', 'the', 'form', 'of', 'quiz', 'and', 'coding', '.', 'Learning', 'recursion', 'was', 'super', 'helpful', ',', 'especially', 'when', 'encountering', 'naturally', 'recursive', 'data', 'such', 'as', 'linked', 'lists', 'or', 'trees', 'in', 'future', 'classes', 'and', 'in', 'the', 'industry', '.', 'Overall', 'a', '10/10', 'class', '.']",99,[1.0],Pos,"(81.0, 101.0]","Pos_(81.0, 101.0]","Labels: COVID-19 pandemic,"
1017,2_1017_375,1017,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Great course, fun assignments, awesome profs. Functional programming is also super cool.",liked course,1.0,data2_14810,course review,"['Great', 'course', ',', 'fun', 'assignments', ',', 'awesome', 'profs', '.', 'Functional', 'programming', 'is', 'also', 'super', 'cool', '.']",16,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]",Labels: Assessment and feedback
1018,2_1018_375,1018,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Assignments and midterms / final were all pretty easy. Byron Weber Becker was teaching and he's a great prof, made the class very fun to take",liked course,1.0,data2_14810,course review,"['Assignments', 'and', 'midterms', '/', 'final', 'were', 'all', 'pretty', 'easy', '.', 'Byron', 'Weber', 'Becker', 'was', 'teaching', 'and', 'he', ""'s"", 'a', 'great', 'prof', ',', 'made', 'the', 'class', 'very', 'fun', 'to', 'take']",29,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Teaching, Learning community, Academic staff and support, Organisation and management, Student voice"
1019,2_1019_375,1019,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Definitely solidifies recursion intuition!,liked course,1.0,data2_14810,course review,"['Definitely', 'solidifies', 'recursion', 'intuition', '!']",5,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Learning opportunities, Teaching, Learning community"
1020,2_1020_375,1020,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Awesome course! Teaches you from scratch and everything is explained nicely.,liked course,1.0,data2_14810,course review,"['Awesome', 'course', '!', 'Teaches', 'you', 'from', 'scratch', 'and', 'everything', 'is', 'explained', 'nicely', '.']",13,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Overall, Teaching, Learning opportunities, Organisation and management, Learning community, Student voice"
1021,2_1021_375,1021,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Course was pretty easy though be extremely careful with the design recipe as missing constants or other seemingly small details can lead to large mark deductions.,liked course,1.0,data2_14810,course review,"['Course', 'was', 'pretty', 'easy', 'though', 'be', 'extremely', 'careful', 'with', 'the', 'design', 'recipe', 'as', 'missing', 'constants', 'or', 'other', 'seemingly', 'small', 'details', 'can', 'lead', 'to', 'large', 'mark', 'deductions', '.']",27,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Teaching, Learning opportunities, Learning community"
1022,2_1022_375,1022,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Not too sure about the usefulness of Racket, but it was an enjoyable course. I would still say I had more fun with High School Computer Science though",liked course,1.0,data2_14810,course review,"['Not', 'too', 'sure', 'about', 'the', 'usefulness', 'of', 'Racket', ',', 'but', 'it', 'was', 'an', 'enjoyable', 'course', '.', 'I', 'would', 'still', 'say', 'I', 'had', 'more', 'fun', 'with', 'High', 'School', 'Computer', 'Science', 'though']",30,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Assessment and feedback, Academic staff and support,"
1023,2_1023_375,1023,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Taken Online: This was my first real introduction to a programming class as my high school classes were basically a joke. Functional programming can be very cool, being forced to understand what's going on under the hood by using Racket will definitely make anyone who takes it a better programmer. Once you get the hang of Racket and are able to adjust your mind this class becomes very passable due to the grading structure. What I didn't like was the multipart questions where you get to h) and you don't even know what the questions asking. The profs did a great job transferring it to online, was my favorite class of 1A, shoutout Becker.",liked course,1.0,data2_14810,course review,"['Taken', 'Online', ':', 'This', 'was', 'my', 'first', 'real', 'introduction', 'to', 'a', 'programming', 'class', 'as', 'my', 'high', 'school', 'classes', 'were', 'basically', 'a', 'joke', '.', 'Functional', 'programming', 'can', 'be', 'very', 'cool', ',', 'being', 'forced', 'to', 'understand', 'what', ""'s"", 'going', 'on', 'under', 'the', 'hood', 'by', 'using', 'Racket', 'will', 'definitely', 'make', 'anyone', 'who', 'takes', 'it', 'a', 'better', 'programmer', '.', 'Once', 'you', 'get', 'the', 'hang', 'of', 'Racket', 'and', 'are', 'able', 'to', 'adjust', 'your', 'mind', 'this', 'class', 'becomes', 'very', 'passable', 'due', 'to', 'the', 'grading', 'structure', '.', 'What', 'I', 'did', ""n't"", 'like', 'was', 'the', 'multipart', 'questions', 'where', 'you', 'get', 'to', 'h', ')', 'and', 'you', 'do', ""n't"", 'even', 'know', 'what', 'the', 'questions', 'asking', '.', 'The', 'profs', 'did', 'a', 'great', 'job', 'transferring', 'it', 'to', 'online', ',', 'was', 'my', 'favorite', 'class', 'of', '1A', ',', 'shoutout', 'Becker', '.']",127,[1.0],Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Organisation and management, Student voice"
1024,2_1024_375,1024,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Honestly, I really enjoyed the course. I thought the topic was useful and the assignments were actually a blast to do. People underestimate the design recipes too much imo, I found myself missing them while doing other courses.",liked course,1.0,data2_14810,course review,"['Honestly', ',', 'I', 'really', 'enjoyed', 'the', 'course', '.', 'I', 'thought', 'the', 'topic', 'was', 'useful', 'and', 'the', 'assignments', 'were', 'actually', 'a', 'blast', 'to', 'do', '.', 'People', 'underestimate', 'the', 'design', 'recipes', 'too', 'much', 'imo', ',', 'I', 'found', 'myself', 'missing', 'them', 'while', 'doing', 'other', 'courses', '.']",43,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Teaching, Learning opportunities, Learning community, Learning resources, Learning community, Design skills, Learning environment, Student Union and related"
1025,2_1025_375,1025,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Enjoyed the course. Even though it's not going to be applicable in the future, I feel like functional programming teaches you how to think about problems in a different way which was something I enjoyed learning :) In the online section, your prof does not matter at all. All learning is basically done by reading lecture slides.",liked course,1.0,data2_14810,course review,"['Enjoyed', 'the', 'course', '.', 'Even', 'though', 'it', ""'s"", 'not', 'going', 'to', 'be', 'applicable', 'in', 'the', 'future', ',', 'I', 'feel', 'like', 'functional', 'programming', 'teaches', 'you', 'how', 'to', 'think', 'about', 'problems', 'in', 'a', 'different', 'way', 'which', 'was', 'something', 'I', 'enjoyed', 'learning', ':', ')', 'In', 'the', 'online', 'section', ',', 'your', 'prof', 'does', 'not', 'matter', 'at', 'all', '.', 'All', 'learning', 'is', 'basically', 'done', 'by', 'reading', 'lecture', 'slides', '.']",64,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Overall, Teaching, Learning opportunities, Learning community, Learning resources"
1026,2_1026_375,1026,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Does what it says. Teaches you how to write functional programs. It was fun. The lectures had some high-quality videos. The best course of my first semester. Could use more videos in lectures.,liked course,1.0,data2_14810,course review,"['Does', 'what', 'it', 'says', '.', 'Teaches', 'you', 'how', 'to', 'write', 'functional', 'programs', '.', 'It', 'was', 'fun', '.', 'The', 'lectures', 'had', 'some', 'high-quality', 'videos', '.', 'The', 'best', 'course', 'of', 'my', 'first', 'semester', '.', 'Could', 'use', 'more', 'videos', 'in', 'lectures', '.']",39,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]",Labels: 
1027,2_1027_375,1027,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Decent course overall. Some assignments were very easy, some assignments were brutally difficult(watch out for A09). My issue lied with the delivery of the content: unlike other faculties and universities, the Math Faculty chose to have no live lectures this term. Because of this, I found myself a bit confused, however I was able to find Lesley Istead's recorded lectures on YouTube. However, the office hours were all class. Try to attend Paul Nijjar's office hours, he helps you understand a concept without making you feel bad, if that makes any sense. Inflated marks during the pandemic, the course median ended up being a 92!, which I've heard is insane for a university class.",liked course,1.0,data2_14810,course review,"['Decent', 'course', 'overall', '.', 'Some', 'assignments', 'were', 'very', 'easy', ',', 'some', 'assignments', 'were', 'brutally', 'difficult', '(', 'watch', 'out', 'for', 'A09', ')', '.', 'My', 'issue', 'lied', 'with', 'the', 'delivery', 'of', 'the', 'content', ':', 'unlike', 'other', 'faculties', 'and', 'universities', ',', 'the', 'Math', 'Faculty', 'chose', 'to', 'have', 'no', 'live', 'lectures', 'this', 'term', '.', 'Because', 'of', 'this', ',', 'I', 'found', 'myself', 'a', 'bit', 'confused', ',', 'however', 'I', 'was', 'able', 'to', 'find', 'Lesley', 'Istead', ""'s"", 'recorded', 'lectures', 'on', 'YouTube', '.', 'However', ',', 'the', 'office', 'hours', 'were', 'all', 'class', '.', 'Try', 'to', 'attend', 'Paul', 'Nijjar', ""'s"", 'office', 'hours', ',', 'he', 'helps', 'you', 'understand', 'a', 'concept', 'without', 'making', 'you', 'feel', 'bad', ',', 'if', 'that', 'makes', 'any', 'sense', '.', 'Inflated', 'marks', 'during', 'the', 'pandemic', ',', 'the', 'course', 'median', 'ended', 'up', 'being', 'a', '92', '!', ',', 'which', 'I', ""'ve"", 'heard', 'is', 'insane', 'for', 'a', 'university', 'class', '.']",138,[1.0],Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]","Labels: Overall, Teaching, Learning opportunities, Assessment and feedback, Academic staff and support, Organisation and management, Learning community, Student voice"
1028,2_1028_375,1028,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"No lectures, only a few videos in slides from previous years. They clearly put no effort into giving us quality online learning in 2020...except office hours which were helpful. Objectively, the evaluations were fair, and self-check questions were free marks because of the way they were calculated, but I think I just hated this course and its assignments with a personal passion. Otherwise I might've liked it as many people have.",disliked course,0.0,data2_14810,course review,"['No', 'lectures', ',', 'only', 'a', 'few', 'videos', 'in', 'slides', 'from', 'previous', 'years', '.', 'They', 'clearly', 'put', 'no', 'effort', 'into', 'giving', 'us', 'quality', 'online', 'learning', 'in', '2020', '...', 'except', 'office', 'hours', 'which', 'were', 'helpful', '.', 'Objectively', ',', 'the', 'evaluations', 'were', 'fair', ',', 'and', 'self-check', 'questions', 'were', 'free', 'marks', 'because', 'of', 'the', 'way', 'they', 'were', 'calculated', ',', 'but', 'I', 'think', 'I', 'just', 'hated', 'this', 'course', 'and', 'its', 'assignments', 'with', 'a', 'personal', 'passion', '.', 'Otherwise', 'I', 'might', ""'ve"", 'liked', 'it', 'as', 'many', 'people', 'have', '.']",82,[0.0],Neg,"(81.0, 101.0]","Neg_(81.0, 101.0]","Labels: Covid-19 pandemic, Learning"
1029,2_1029_375,1029,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Racket isn't really a useful language, but learning recursion with it was a lot easier than I thought. The course was also really well delivered online with the profs making lots of lecture videos that were a big help. Peep the cs135 memes on reddit lmao",liked course,1.0,data2_14810,course review,"['Racket', 'is', ""n't"", 'really', 'a', 'useful', 'language', ',', 'but', 'learning', 'recursion', 'with', 'it', 'was', 'a', 'lot', 'easier', 'than', 'I', 'thought', '.', 'The', 'course', 'was', 'also', 'really', 'well', 'delivered', 'online', 'with', 'the', 'profs', 'making', 'lots', 'of', 'lecture', 'videos', 'that', 'were', 'a', 'big', 'help', '.', 'Peep', 'the', 'cs135', 'memes', 'on', 'reddit', 'lmao']",50,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Teaching, Learning opportunities, Learning community, Online learning, Course content, Lecture series, Video production, Student Union and related"
1030,2_1030_375,1030,CS 135,Designing Functional Programs,687,90%,69%,89%,146,Really well designed course. Be warned that it get's a little harder towards the end and that the assignments are very time consuming.,liked course,1.0,data2_14810,course review,"['Really', 'well', 'designed', 'course', '.', 'Be', 'warned', 'that', 'it', 'get', ""'s"", 'a', 'little', 'harder', 'towards', 'the', 'end', 'and', 'that', 'the', 'assignments', 'are', 'very', 'time', 'consuming', '.']",26,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Teaching, Learning opportunities,"
1031,2_1031_375,1031,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"Although racket may seem useless, teaching this for a first-year course really allows us to learn to design function programs, which is the name of the course. I have personally applied the concepts to other languages like python and java so it definitely helps.",liked course,1.0,data2_14810,course review,"['Although', 'racket', 'may', 'seem', 'useless', ',', 'teaching', 'this', 'for', 'a', 'first-year', 'course', 'really', 'allows', 'us', 'to', 'learn', 'to', 'design', 'function', 'programs', ',', 'which', 'is', 'the', 'name', 'of', 'the', 'course', '.', 'I', 'have', 'personally', 'applied', 'the', 'concepts', 'to', 'other', 'languages', 'like', 'python', 'and', 'java', 'so', 'it', 'definitely', 'helps', '.']",48,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Learning opportunities, Learning community"
1032,2_1032_375,1032,CS 135,Designing Functional Programs,687,90%,69%,89%,146,"CS 135, despite the COVID-19 pandemic, was run fantastically over the fall 2020 term. Honestly, I had to take this course again, if it was offered in-person, I would take this course online again because it was that well run. The instructors really did a phenomenal job running this course despite all the obstacles with online learning!",liked course,1.0,data2_14810,course review,"['CS', '135', ',', 'despite', 'the', 'COVID-19', 'pandemic', ',', 'was', 'run', 'fantastically', 'over', 'the', 'fall', '2020', 'term', '.', 'Honestly', ',', 'I', 'had', 'to', 'take', 'this', 'course', 'again', ',', 'if', 'it', 'was', 'offered', 'in-person', ',', 'I', 'would', 'take', 'this', 'course', 'online', 'again', 'because', 'it', 'was', 'that', 'well', 'run', '.', 'The', 'instructors', 'really', 'did', 'a', 'phenomenal', 'job', 'running', 'this', 'course', 'despite', 'all', 'the', 'obstacles', 'with', 'online', 'learning', '!']",65,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Overall, Covid-19 pandemic, Teaching, Learning community, Academic staff and support, Organisation and management, Learning resources, Learning opportunities, Student voice"
